"filename", "language", "Properties", "JSON", "Markdown", "JSON with Comments", "TypeScript", "HTML", "SCSS", "TypeScript JSX", "CSS", "JavaScript", "XML", "comment", "blank", "total"
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\footer\Footer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 4, 34
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\footer\IFooterProps.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\googlePlay\GooglePlay.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\googlePlay\GooglePlay.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 3, 28
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\googlePlay\IGooglePlayProps.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\header\Header.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 5, 43
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\header\Header.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 1, 4, 57
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\header\IHeaderProps.ts", "TypeScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\imprint\Imprint.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 3, 18
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\imprint\Imprint.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 155, 0, 0, 0, 0, 2, 157
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\language\ILanguageProps.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\language\Language.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 4, 22
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\language\Language.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 3, 37
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\pageSection\IPageSectionProps.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\pageSection\PageSection.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 4, 26
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\pageSection\PageSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 5, 45
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\privacyPolicy\PrivacyPolicy.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 2, 11
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\privacyPolicy\PrivacyPolicy.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 681, 0, 0, 0, 0, 2, 683
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\productButton\IProductButtonProps.ts", "TypeScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\productButton\ProductButton.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 1, 2, 29
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\productButton\ProductButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 2, 18
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\challenge\Challenge.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 2, 9
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\challenge\Challenge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 2, 7
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\challenge\IChallengeProps.ts", "TypeScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\customer\Customer.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 5, 28
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\customer\Customer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 2, 34
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\customer\ICustomerProps.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\myTasks\IMyTasksProps.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\myTasks\MyTasks.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 2, 17
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\myTasks\MyTasks.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 11
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\myTasks\task\ITaskProps.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\myTasks\task\Task.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 2, 12
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\myTasks\task\Task.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 4, 27
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\myTasks\task\taskIcon\ITaskIconProps.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\myTasks\task\taskIcon\TaskIcon.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 3, 27
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\projectDetails\IProjectDetailsProps.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\projectDetails\ProjectDetails.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 3, 18
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\projectDetails\ProjectDetails.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 7, 99
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\requirements\IRequirementsProps.ts", "TypeScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\requirements\Requirements.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 2, 9
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\requirements\Requirements.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 3, 15
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\techStack\ITechStackProps.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\techStack\TechStack.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\techStack\TechStack.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 2, 19
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\techStack\technologyCollection\ITechnologyCollectionProps.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\techStack\technologyCollection\TechnologyCollection.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\techStack\technologyCollection\TechnologyCollection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 3, 49
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\techStack\technologyTypeIcon\ITechnologyTypeIconProps.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\techStack\technologyTypeIcon\TechnologyTypeIcon.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 3, 50
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\usage\IUsageProps.ts", "TypeScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\usage\Usage.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 2, 9
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectDetails\usage\Usage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 3, 15
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectList\ProjectList.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\projectList\ProjectList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 4, 33
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\project\IProjectProps.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\project\Project.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 17, 88
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\projects\project\Project.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 6, 70
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\simplePage\ISimplePageProps.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\simplePage\SimplePage.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 4, 22
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\simplePage\SimplePage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 4, 27
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\skills\Skills.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 7, 42
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\skills\Skills.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 4, 70
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\skills\skillAccordion\ISkillAccordionProps.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\skills\skillAccordion\SkillAccordion.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 3, 15
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\skills\skillAccordion\SkillAccordion.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 2, 18
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\skills\skillCard\ISkillCardProps.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\skills\skillCard\SkillCard.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 1, 11, 62
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\skills\skillCard\SkillCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 2, 17
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\skills\skillContent\ISkillContentProps.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\skills\skillContent\SkillContent.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 5, 34
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\skills\skillContent\SkillContent.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 2, 15
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\socialMedia\ISocialMediaProps.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\socialMedia\SocialMedia.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 1, 5, 27
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\socialMedia\SocialMedia.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 3, 32
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\technologies\Technologies.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 5, 26
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\technologies\Technologies.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 3, 26
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\technologies\useTechnologiesViewModel.ts", "TypeScript", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 6, 38
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\testimonials\Testimonials.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 3, 20
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\testimonials\Testimonials.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 4, 32
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\testimonials\testimonial\ITestimonialProps.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\testimonials\testimonial\Testimonial.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 6, 33
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\features\testimonials\testimonial\Testimonial.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 2, 27
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useLanguage\types\Language.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useLanguage\useLanguage.ts", "TypeScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useLanguage\useLanguageStorage.ts", "TypeScript", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 4, 29
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useRenderMonth.ts", "TypeScript", 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 3, 72
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useScreenSize.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 25
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useSignal.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 5, 4, 22
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useSubtaskName.ts", "TypeScript", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 4, 43
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useTaskName.ts", "TypeScript", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useTechnologyTypeName.ts", "TypeScript", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 4, 49
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useToggle.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useTranslation\components\IPlaceholderTextProps.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 6, 2, 12
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useTranslation\components\PlaceholderText.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useTranslation\components\PlaceholderText.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 3, 4, 22
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useTranslation\texts.ts", "TypeScript", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 27, 4, 57
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useTranslation\types\ITranslation.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 12, 2, 20
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useTranslation\types\Placeholder.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 1, 6
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useTranslation\useTranslation.ts", "TypeScript", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 52, 10, 96
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useTranslation\utils\containsObjectProp.ts", "TypeScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 7, 1, 16
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useTranslation\utils\fillPlaceholders.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 7, 3, 24
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useTranslation\utils\fillTextPlaceholders.ts", "TypeScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 3, 1, 14
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useTranslation\utils\findObjectPlaceholder.ts", "TypeScript", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 4, 2, 28
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useTranslation\utils\isPlaceholderExpression.ts", "TypeScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 6, 1, 10
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useTranslation\utils\toPlaceholderExpression.ts", "TypeScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 6, 1, 10
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\hooks\useWindowDimensions.ts", "TypeScript", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 6, 27
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\i18n\LanguageConfig.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\i18n\de.json", "JSON", 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\i18n\en.json", "JSON", 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\i18n\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 3
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 6, 40
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 2, 2, 14
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\navItems\INavItems.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\pages\ImprintPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 2, 9
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\pages\Page.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 7, 32
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\pages\Page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 5, 7, 159
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\pages\PrivacyPolicyPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 2, 9
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\products\ProductsPage.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\products\ProductsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 2, 14
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\products\model\IProducer.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\products\model\IProduct.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\products\productList\IProductListProps.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\products\productList\ProductList.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 2, 18
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\products\productList\ProductList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 3, 21
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\products\productSection\ProductSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 4, 51
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\products\product\IProductProps.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\products\product\Product.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 13, 75
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\products\product\Product.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 6, 81
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\products\products.html", "HTML", 0, 0, 0, 0, 0, 5264, 0, 0, 0, 0, 0, 0, 1, 5265
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\products\static\css\main.534119a2.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 1562, 0, 0, 1, 305, 1868
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\react-app-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\routes\AppRouter.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 2, 14
